"","show","period","date","value"
"10847","Wicked","month",2007-06-01,5662735
"10848","Wicked","month",2007-07-01,7347937
"10849","Wicked","month",2007-08-01,5938443
"10850","Wicked","month",2007-09-01,7024855
"10851","Wicked","month",2007-10-01,5718144
"10852","Wicked","month",2007-11-01,2188600
"10853","Wicked","month",2007-12-01,7384151
"10854","Wicked","month",2008-01-01,5610607
"10855","Wicked","month",2008-02-01,5526648
"10856","Wicked","month",2008-03-01,7244078
"10857","Wicked","month",2008-04-01,5983267
"10858","Wicked","month",2008-05-01,5771016
"10859","Wicked","month",2008-06-01,7313902
"10860","Wicked","month",2008-07-01,6077257
"10861","Wicked","month",2008-08-01,7630003
"10862","Wicked","month",2008-09-01,5478952
"10863","Wicked","month",2008-10-01,5672513
"10864","Wicked","month",2008-11-01,7198318
"10865","Wicked","month",2008-12-01,6135773
"10866","Wicked","month",2009-01-01,5674571
"10867","Wicked","month",2009-02-01,5060807
"10868","Wicked","month",2009-03-01,6636233
"10869","Wicked","month",2009-04-01,5930015
"10870","Wicked","month",2009-05-01,7137451
"10871","Wicked","month",2009-06-01,6303647
"10872","Wicked","month",2009-07-01,6457053
"10873","Wicked","month",2009-08-01,8166056
"10874","Wicked","month",2009-09-01,5879288
"10875","Wicked","month",2009-10-01,6103510
"10876","Wicked","month",2009-11-01,8066184
"10877","Wicked","month",2009-12-01,6857536
"10878","Wicked","month",2010-01-01,7839983
"10879","Wicked","month",2010-02-01,5602303
"10880","Wicked","month",2010-03-01,5992652
"10881","Wicked","month",2010-04-01,6490740
"10882","Wicked","month",2010-05-01,7736278
"10883","Wicked","month",2010-06-01,6448004
"10884","Wicked","month",2010-07-01,6660137
"10885","Wicked","month",2010-08-01,8552441
"10886","Wicked","month",2010-09-01,5996715
"10887","Wicked","month",2010-10-01,7802020
"10888","Wicked","month",2010-11-01,6775329
"10889","Wicked","month",2010-12-01,6997085
"10890","Wicked","month",2011-01-01,8067201
"10891","Wicked","month",2011-02-01,5837132
"10892","Wicked","month",2011-03-01,6232007
"10893","Wicked","month",2011-04-01,6777769
"10894","Wicked","month",2011-05-01,8372825
"10895","Wicked","month",2011-06-01,7063844
"10896","Wicked","month",2011-07-01,9342359
"10897","Wicked","month",2011-08-01,6625998
"10898","Wicked","month",2011-09-01,5897376
"10899","Wicked","month",2011-10-01,8254405
"10900","Wicked","month",2011-11-01,6922708
"10901","Wicked","month",2011-12-01,7304088
"10902","Wicked","month",2012-01-01,9393299
"10903","Wicked","month",2012-02-01,6633637
"10904","Wicked","month",2012-03-01,6914667
"10905","Wicked","month",2012-04-01,9722181
"10906","Wicked","month",2012-05-01,6950398
"10907","Wicked","month",2012-06-01,7810925
"10908","Wicked","month",2012-07-01,10135131
"10909","Wicked","month",2012-08-01,7669707
"10910","Wicked","month",2012-09-01,7480548
"10911","Wicked","month",2012-10-01,6872888
"10912","Wicked","month",2012-11-01,6561853
"10913","Wicked","month",2012-12-01,10435338
"10914","Wicked","month",2013-01-01,6819210
"10915","Wicked","month",2013-02-01,6307808
"10916","Wicked","month",2013-03-01,9731609
"10917","Wicked","month",2013-04-01,7552302
"10918","Wicked","month",2013-05-01,6955007
"10919","Wicked","month",2013-06-01,9422379
"10920","Wicked","month",2013-07-01,7875630
"10921","Wicked","month",2013-08-01,7513671
"10922","Wicked","month",2013-09-01,7458416
"10923","Wicked","month",2013-10-01,6831633
"10924","Wicked","month",2013-11-01,6822507
"10925","Wicked","month",2013-12-01,11988025
"10926","Wicked","month",2014-01-01,7483513
"10927","Wicked","month",2014-02-01,6466739
"10928","Wicked","month",2014-03-01,8889460
"10929","Wicked","month",2014-04-01,8580732
"10930","Wicked","month",2014-05-01,7105620
"10931","Wicked","month",2014-06-01,9833773
"10932","Wicked","month",2014-07-01,7904128
"10933","Wicked","month",2014-08-01,9770784
"10934","Wicked","month",2014-09-01,5545952
"10935","Wicked","month",2014-10-01,6382325
"10936","Wicked","month",2014-11-01,8197395
"10937","Wicked","month",2014-12-01,8450983
"10938","Wicked","month",2015-01-01,7519255
"10939","Wicked","month",2015-02-01,5786375
"10940","Wicked","month",2015-03-01,8102842
"10941","Wicked","month",2015-04-01,7936441
"10942","Wicked","month",2015-05-01,7905578
"10943","Wicked","month",2015-06-01,7686102
"10944","Wicked","month",2015-07-01,7934773
"10945","Wicked","month",2015-08-01,9255620
"10946","Wicked","month",2015-09-01,6029463
"10947","Wicked","month",2015-10-01,6561602
"10948","Wicked","month",2015-11-01,8376340
"10949","Wicked","month",2015-12-01,5318847
"10950","Wicked","month",2016-01-01,8535507.5
"10951","Wicked","month",2016-02-01,6168432
"10952","Wicked","month",2016-03-01,7466897
"10953","Wicked","month",2016-04-01,7164780
"10954","Wicked","month",2016-05-01,7997103
"10955","Wicked","month",2016-06-01,7331386
"10956","Wicked","month",2016-07-01,9198454
"10957","Wicked","month",2016-08-01,6741543
"10958","Wicked","month",2016-09-01,5587183
"10959","Wicked","month",2016-10-01,7880342
"10960","Wicked","month",2016-11-01,6956290
"10961","Wicked","month",2016-12-01,7983285
"10962","Wicked","month",2017-01-01,9797023
"10963","Wicked","month",2017-02-01,6342855
"10964","Wicked","month",2017-03-01,6965269
"10965","Wicked","month",2017-04-01,9891649
"10966","Wicked","month",2017-05-01,6715252
"10967","Wicked","month",2017-06-01,7727951
"10968","Wicked","month",2017-07-01,9766038
"10969","Wicked","month",2017-08-01,7420501
"10970","Wicked","month",2017-09-01,5996057
"10971","Wicked","month",2017-10-01,8276727
"10972","Wicked","month",2017-11-01,7009360
"10973","Wicked","month",2017-12-01,11241624
"10974","Wicked","month",2018-01-01,6653530
"10975","Wicked","month",2018-02-01,6243991.5
"10976","Wicked","month",2018-03-01,6642153
"10977","Wicked","month",2018-04-01,10307915
"10978","Wicked","month",2018-05-01,6590705
"10979","Wicked","month",2018-06-01,7705489
"10980","Wicked","month",2018-07-01,9968092
"10981","Wicked","month",2018-08-01,7049683
"10982","Wicked","month",2018-09-01,7053523
"10983","Wicked","month",2018-10-01,6673197
"10984","Wicked","month",2018-11-01,7452146
"10985","Wicked","month",2018-12-01,11597415
"10986","Wicked","month",2019-01-01,6454812
"10987","Wicked","month",2019-02-01,6062299
"10988","Wicked","month",2019-03-01,8606772
"10989","Wicked","month",2019-04-01,8223975
"10990","Wicked","month",2019-05-01,6610854
"10991","Wicked","month",2019-06-01,9581437
"10992","Wicked","month",2019-07-01,7486330
"10993","Wicked","month",2019-08-01,6602181.5
"10994","Wicked","month",2019-09-01,6997722
"10995","Wicked","month",2019-10-01,6311579.5
"10996","Wicked","month",2019-11-01,5963416.5
"10997","Wicked","month",2019-12-01,11772028
"10998","Wicked","month",2020-01-01,6480359.5
"10999","Wicked","month",2020-02-01,5843855.5
"11000","Wicked","month",2020-03-01,1202089.5
"11001","Wicked","week",2003-10-06,662666
"11002","Wicked","week",2003-10-13,821248
"11003","Wicked","week",2003-10-20,732199
"11004","Wicked","week",2003-10-27,799286
"11005","Wicked","week",2003-11-03,892085
"11006","Wicked","week",2003-11-10,926289
"11007","Wicked","week",2003-11-17,886753
"11008","Wicked","week",2003-11-24,1121308
"11009","Wicked","week",2003-12-01,1010245
"11010","Wicked","week",2003-12-08,1023594
"11011","Wicked","week",2003-12-15,1042819
"11012","Wicked","week",2003-12-22,1182972
"11013","Wicked","week",2003-12-29,1188937
"11014","Wicked","week",2004-01-05,1018069
"11015","Wicked","week",2004-01-12,1013453
"11016","Wicked","week",2004-01-19,1004090
"11017","Wicked","week",2004-01-26,951831
"11018","Wicked","week",2004-02-02,944793
"11019","Wicked","week",2004-02-09,1001323
"11020","Wicked","week",2004-02-16,1064731
"11021","Wicked","week",2004-02-23,1010324
"11022","Wicked","week",2004-03-01,956417
"11023","Wicked","week",2004-03-08,1064717
"11024","Wicked","week",2004-03-15,1081471
"11025","Wicked","week",2004-03-22,1070189
"11026","Wicked","week",2004-03-29,1101014
"11027","Wicked","week",2004-04-05,1134594
"11028","Wicked","week",2004-04-12,1104830
"11029","Wicked","week",2004-04-19,1082387
"11030","Wicked","week",2004-04-26,1065341
"11031","Wicked","week",2004-05-03,1092029
"11032","Wicked","week",2004-05-10,1080711
"11033","Wicked","week",2004-05-17,1106282
"11034","Wicked","week",2004-05-24,1107202
"11035","Wicked","week",2004-05-31,953935
"11036","Wicked","week",2004-06-07,1270693
"11037","Wicked","week",2004-06-14,1124528
"11038","Wicked","week",2004-06-21,1135355
"11039","Wicked","week",2004-06-28,1142867
"11040","Wicked","week",2004-07-05,1142433
"11041","Wicked","week",2004-07-12,1166136
"11042","Wicked","week",2004-07-19,1172927
"11043","Wicked","week",2004-07-26,1174985
"11044","Wicked","week",2004-08-02,1187804
"11045","Wicked","week",2004-08-09,1190775
"11046","Wicked","week",2004-08-16,1201761
"11047","Wicked","week",2004-08-23,1204709
"11048","Wicked","week",2004-08-30,1211753
"11049","Wicked","week",2004-09-06,1192471
"11050","Wicked","week",2004-09-13,1165487
"11051","Wicked","week",2004-09-20,1172291
"11052","Wicked","week",2004-09-27,1178866
"11053","Wicked","week",2004-10-04,1202536
"11054","Wicked","week",2004-10-11,1180266
"11055","Wicked","week",2004-10-18,1185795
"11056","Wicked","week",2004-10-25,1195979
"11057","Wicked","week",2004-11-01,1196658
"11058","Wicked","week",2004-11-08,1196397
"11059","Wicked","week",2004-11-15,1212075
"11060","Wicked","week",2004-11-22,1274459
"11061","Wicked","week",2004-11-29,1215046
"11062","Wicked","week",2004-12-06,1228233
"11063","Wicked","week",2004-12-13,1241941
"11064","Wicked","week",2004-12-20,1266203
"11065","Wicked","week",2004-12-27,1276328
"11066","Wicked","week",2005-01-03,1258911
"11067","Wicked","week",2005-01-10,1246349
"11068","Wicked","week",2005-01-17,1232405
"11069","Wicked","week",2005-01-24,1226773
"11070","Wicked","week",2005-01-31,1203023
"11071","Wicked","week",2005-02-07,1200119
"11072","Wicked","week",2005-02-14,1241283
"11073","Wicked","week",2005-02-21,1269846
"11074","Wicked","week",2005-02-28,1211643
"11075","Wicked","week",2005-03-07,1210505
"11076","Wicked","week",2005-03-14,1202076
"11077","Wicked","week",2005-03-21,1211713
"11078","Wicked","week",2005-03-28,1261177
"11079","Wicked","week",2005-04-04,1201309
"11080","Wicked","week",2005-04-11,1203281
"11081","Wicked","week",2005-04-18,1215733
"11082","Wicked","week",2005-04-25,1255997
"11083","Wicked","week",2005-05-02,1230678
"11084","Wicked","week",2005-05-09,1246462
"11085","Wicked","week",2005-05-16,1243774
"11086","Wicked","week",2005-05-23,1255567
"11087","Wicked","week",2005-05-30,1249964
"11088","Wicked","week",2005-06-06,1265536
"11089","Wicked","week",2005-06-13,1267274
"11090","Wicked","week",2005-06-20,1265311
"11091","Wicked","week",2005-06-27,1290478
"11092","Wicked","week",2005-07-04,1302256
"11093","Wicked","week",2005-07-11,1297582
"11094","Wicked","week",2005-07-18,1307492
"11095","Wicked","week",2005-07-25,1311651
"11096","Wicked","week",2005-08-01,1312297
"11097","Wicked","week",2005-08-08,1314515
"11098","Wicked","week",2005-08-15,1312017
"11099","Wicked","week",2005-08-22,1317421
"11100","Wicked","week",2005-08-29,1320047
"11101","Wicked","week",2005-09-05,1276941
"11102","Wicked","week",2005-09-12,1249010
"11103","Wicked","week",2005-09-19,1263292
"11104","Wicked","week",2005-09-26,1266499
"11105","Wicked","week",2005-10-03,1305035
"11106","Wicked","week",2005-10-10,1281947
"11107","Wicked","week",2005-10-17,1301198
"11108","Wicked","week",2005-10-24,1291006
"11109","Wicked","week",2005-10-31,1304041
"11110","Wicked","week",2005-11-07,1318294
"11111","Wicked","week",2005-11-14,1317881
"11112","Wicked","week",2005-11-21,1521159
"11113","Wicked","week",2005-11-28,1351144
"11114","Wicked","week",2005-12-05,1345796
"11115","Wicked","week",2005-12-12,1350164
"11116","Wicked","week",2005-12-19,1439603
"11117","Wicked","week",2005-12-26,1610934
"11118","Wicked","week",2006-01-02,1360955
"11119","Wicked","week",2006-01-09,1362006
"11120","Wicked","week",2006-01-16,1336485
"11121","Wicked","week",2006-01-23,1346750
"11122","Wicked","week",2006-01-30,1303981
"11123","Wicked","week",2006-02-06,1315139
"11124","Wicked","week",2006-02-13,1360859
"11125","Wicked","week",2006-02-20,1411120
"11126","Wicked","week",2006-02-27,1327337
"11127","Wicked","week",2006-03-06,1327886
"11128","Wicked","week",2006-03-13,1338102
"11129","Wicked","week",2006-03-20,1341200
"11130","Wicked","week",2006-03-27,1335008
"11131","Wicked","week",2006-04-03,1354481
"11132","Wicked","week",2006-04-10,1454174
"11133","Wicked","week",2006-04-17,1440426
"11134","Wicked","week",2006-04-24,1310827
"11135","Wicked","week",2006-05-01,1331209
"11136","Wicked","week",2006-05-08,1346016
"11137","Wicked","week",2006-05-15,1355903
"11138","Wicked","week",2006-05-22,1350004
"11139","Wicked","week",2006-05-29,1341770
"11140","Wicked","week",2006-06-05,1340915
"11141","Wicked","week",2006-06-12,1365387
"11142","Wicked","week",2006-06-19,1405687
"11143","Wicked","week",2006-06-26,1431843
"11144","Wicked","week",2006-07-03,1438551
"11145","Wicked","week",2006-07-10,1438835
"11146","Wicked","week",2006-07-17,1443757
"11147","Wicked","week",2006-07-24,1443870
"11148","Wicked","week",2006-07-31,1448975
"11149","Wicked","week",2006-08-07,1452320
"11150","Wicked","week",2006-08-14,1446082
"11151","Wicked","week",2006-08-21,1424998
"11152","Wicked","week",2006-08-28,1452817
"11153","Wicked","week",2006-09-04,1376769
"11154","Wicked","week",2006-09-11,1389174
"11155","Wicked","week",2006-09-18,1367250
"11156","Wicked","week",2006-09-25,1383737
"11157","Wicked","week",2006-10-02,1410150
"11158","Wicked","week",2006-10-09,1411174
"11159","Wicked","week",2006-10-16,1412444
"11160","Wicked","week",2006-10-23,1408440
"11161","Wicked","week",2006-10-30,1385490
"11162","Wicked","week",2006-11-06,1402177
"11163","Wicked","week",2006-11-13,1386066
"11164","Wicked","week",2006-11-20,1715156
"11165","Wicked","week",2006-11-27,1413336
"11166","Wicked","week",2006-12-04,1450534
"11167","Wicked","week",2006-12-11,1440294
"11168","Wicked","week",2006-12-18,1681134
"11169","Wicked","week",2006-12-25,1800310
"11170","Wicked","week",2007-01-01,1404787
"11171","Wicked","week",2007-01-08,1408037
"11172","Wicked","week",2007-01-15,1365614
"11173","Wicked","week",2007-01-22,1349148
"11174","Wicked","week",2007-01-29,1314391
"11175","Wicked","week",2007-02-05,1307183
"11176","Wicked","week",2007-02-12,1407207
"11177","Wicked","week",2007-02-19,1452306
"11178","Wicked","week",2007-02-26,1355906
"11179","Wicked","week",2007-03-05,1370150
"11180","Wicked","week",2007-03-12,1388693
"11181","Wicked","week",2007-03-19,1380917
"11182","Wicked","week",2007-03-26,1392168
"11183","Wicked","week",2007-04-02,1467527
"11184","Wicked","week",2007-04-09,1487336
"11185","Wicked","week",2007-04-16,1401980
